# NCBI_GENE_ID	XB_GENE_ID	GENE_SYMBOL	GENE_NAME
GeneID:733239	XB-GENE-5914991	ripk3L.2.L	receptor-interacting serine/threonine-protein kinase 3
GeneID:733240	XB-GENE-982697	foxp4.S	forkhead box protein P4
GeneID:733241	XB-GENE-865766	dtx3.L	probable E3 ubiquitin-protein ligase DTX3
GeneID:733243	XB-GENE-5897275	XB5897271.L	Fc receptor-like protein 2
GeneID:733244	XB-GENE-5960294	XB5960289.L	Fc receptor-like protein 5
GeneID:733245	NA	LOC733245	KL precursor
GeneID:733246	XB-GENE-5813743	tbc1d10a.L	TBC1 domain family member 10A L homeolog
GeneID:733247	XB-GENE-994012	tepsin.S	AP-4 complex accessory subunit tepsin
GeneID:733248	XB-GENE-1006818	zbtb1.S	zinc finger and BTB domain-containing protein 1
GeneID:733249	XB-GENE-6253453	abi3.L	ABI gene family member 3
GeneID:733250	XB-GENE-983267	gpnmb.L	glycoprotein nmb L homeolog precursor
GeneID:733251	XB-GENE-955972	rars1.S	arginine--tRNA ligase, cytoplasmic
GeneID:733252	XB-GENE-985920	ddx10.S	DEAD-box helicase 10 S homeolog
GeneID:733253	XB-GENE-995813	ogg1.L	N-glycosylase/DNA lyase
GeneID:733254	XB-GENE-5799612	phf20l1.L	PHD finger protein 20-like protein 1
GeneID:733255	XB-GENE-17344936	nufip1.L	nuclear fragile X mental retardation-interacting protein 1
GeneID:733256	XB-GENE-6487283	grk6.L	G protein-coupled receptor kinase 6
GeneID:733257	XB-GENE-987869	gpatch2.L	G patch domain-containing protein 2
GeneID:733258	XB-GENE-6253450	plcb1.S	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1
GeneID:733259	XB-GENE-1014165	gpa33.S	cell surface A33 antigen
GeneID:733260	XB-GENE-17346667	smap2.L	stromal membrane-associated protein 2
GeneID:733261	XB-GENE-6253448	dclre1a.L	uncharacterized protein LOC733261
GeneID:733262	XB-GENE-5953268	kiaa2026.S	uncharacterized protein KIAA2026
GeneID:733263	XB-GENE-948656	odf2l.L	protein BCAP
GeneID:733264	XB-GENE-1001158	chaf1a.S	chromatin assembly factor 1 subunit A-B
GeneID:733265	XB-GENE-22061522	wasll.S	neural Wiskott-Aldrich syndrome protein
GeneID:733267	XB-GENE-6253445	zmynd8.S	protein kinase C-binding protein 1
GeneID:733268	XB-GENE-5733159	XB5733004.L	uncharacterized protein LOC733268
GeneID:733269	XB-GENE-987618	gfer.L	FAD-linked sulfhydryl oxidase ALR
GeneID:733272	XB-GENE-17340531	tm9sf4.S	transmembrane 9 superfamily member 4
GeneID:733273	XB-GENE-961354	cox16.L	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial
GeneID:733274	XB-GENE-17341732	arglu1.L	arginine and glutamate-rich protein 1
GeneID:733275	XB-GENE-953166	mrpl39.L	39S ribosomal protein L39, mitochondrial
GeneID:733276	XB-GENE-944100	vkorc1l1.L	vitamin K epoxide reductase complex subunit 1-like protein 1
GeneID:733277	XB-GENE-6253440	krtcap3.L	keratinocyte associated protein 3 L homeolog
GeneID:733278	XB-GENE-5880533	jade2.L	E3 ubiquitin-protein ligase Jade-2
GeneID:733279	XB-GENE-17343922	cpsf6.L	cleavage and polyadenylation specificity factor subunit 6-like
GeneID:733280	XB-GENE-951436	fez2.L	fasciculation and elongation protein zeta-2
GeneID:733281	XB-GENE-1013286	supt5h.S	SPT5 homolog, DSIF elongation factor subunit S homeolog
GeneID:733282	XB-GENE-866271	rbm17.L	RNA binding motif protein 17 L homeolog
GeneID:733283	NA	LOC733283	talin-1
GeneID:733284	XB-GENE-17344454	dnajc8.L	dnaJ homolog subfamily C member 8
GeneID:733285	XB-GENE-5929491	adh1a.S	alcohol dehydrogenase 1A (class I), alpha polypeptide S homeolog
GeneID:733286	XB-GENE-6253436	hes5.2.S	hairy and enhancer of split 5, gene 2 S homeolog
GeneID:733287	XB-GENE-865445	hes5.1.S	hes family bHLH transcription factor 5 S homeolog
GeneID:733288	XB-GENE-6253435	hes5.7.L	hairy and enhancer of split 5, gene 7 L homeolog
GeneID:733289	XB-GENE-6253434	dnajc21.L	dnaJ homolog subfamily C member 21
GeneID:733290	XB-GENE-17337365	bcat1.S	branched-chain-amino-acid aminotransferase, cytosolic
GeneID:733291	XB-GENE-1008343	npepps.L	puromycin-sensitive aminopeptidase
GeneID:733292	XB-GENE-981749	srl.L	sarcalumenin
GeneID:733293	XB-GENE-5867938	palb2.L	partner and localizer of BRCA2
GeneID:733294	XB-GENE-6253432	nfat5.S	nuclear factor of activated T-cells 5
GeneID:733296	XB-GENE-993699	aspg.L	60 kDa lysophospholipase
GeneID:733298	XB-GENE-5949750	XB5949738.L	butyrophilin subfamily 1 member A1
GeneID:733299	XB-GENE-963944	ngly1.S	N-glycanase 1 S homeolog
GeneID:733300	XB-GENE-5772051	nemf.L	nuclear export mediator factor NEMF
GeneID:733301	NA	LOC733301	transmembrane 4 L6 family member 5
GeneID:733302	XB-GENE-6253283	exosc5.L	exosome complex component RRP46
GeneID:733303	XB-GENE-5764800	prss57.S	serine protease 57
GeneID:733304	XB-GENE-1007195	arl13a.L	ADP-ribosylation factor-like protein 13B
GeneID:733305	NA	LOC733305	potassium channel subfamily K member 16
GeneID:733306	XB-GENE-17336543	oaf.L	out at first protein homolog
GeneID:733307	XB-GENE-995475	c18orf21.L	UPF0711 protein C18orf21 homolog
GeneID:733308	XB-GENE-6253281	XB5889122.L	uncharacterized protein XB5889122.L, partial
GeneID:733309	XB-GENE-994095	fabp6.S	gastrotropin
GeneID:733310	XB-GENE-6253280	tm4sf20.L	transmembrane 4 L6 family member 20
GeneID:733311	XB-GENE-5944548	dusp29.S	dual specificity phosphatase 29
GeneID:733312	XB-GENE-919967	des.2.S	desmin
GeneID:733314	XB-GENE-22201328	tlrs5.L	soluble toll-like receptor 5 L homeolog precursor
GeneID:733315	XB-GENE-483301	tank.L	TRAF interacting protein TANK
GeneID:733316	NA	LOC733316	CD99 precursor
GeneID:733317	NA	rts	RECQL4-helicase-like protein
GeneID:733319	XB-GENE-6253275	tcof1.S	Treacher Collins-Franceschetti syndrome 1 S homeolog
GeneID:733321	NA	LOC733321	filamin-C
GeneID:733322	XB-GENE-941043	gpbp1l1.L	vasculin-like protein 1
GeneID:733323	XB-GENE-976679	rbp2.L	retinol-binding protein 2
GeneID:733324	NA	LOC733324	uncharacterized protein LOC733324 precursor
GeneID:733325	XB-GENE-962251	acmsd.S	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
GeneID:733327	XB-GENE-17338764	atp4a.S	uncharacterized protein LOC733327
GeneID:733328	NA	LOC733328	poly [ADP-ribose] polymerase tankyrase-1
GeneID:733329	XB-GENE-866388	pelp1.L	proline-, glutamic acid- and leucine-rich protein 1
GeneID:733332	XB-GENE-962649	marchf7.S	membrane associated ring-CH-type finger 7 S homeolog
GeneID:733333	XB-GENE-17340751	tnfsf11.S	tumor necrosis factor ligand superfamily member 11
GeneID:733334	NA	LOC733334	E3 ubiquitin-protein ligase TRIM8
GeneID:733335	XB-GENE-17333214	rpsa.L	40S ribosomal protein SA
GeneID:733337	XB-GENE-1214880	trhd.L	uncharacterized protein trhd.L
GeneID:733338	XB-GENE-6253264	fgfrl1.S	fibroblast growth factor receptor-like 1
GeneID:733339	XB-GENE-483413	pkd1.L	polycystin-1
GeneID:733340	XB-GENE-1010209	cps1.L	carbamoyl-phosphate synthase 1 L homeolog
GeneID:733341	XB-GENE-5881482	glod5.L	glyoxalase domain-containing protein 5
GeneID:733342	XB-GENE-990594	maip1.L	m-AAA protease-interacting protein 1, mitochondrial
GeneID:733343	XB-GENE-989842	immt.S	MICOS complex subunit MIC60
GeneID:733344	XB-GENE-951595	medag.S	mesenteric estrogen-dependent adipogenesis protein
GeneID:733345	XB-GENE-6065272	prss2.L	serine protease 2 L homeolog
GeneID:733346	XB-GENE-945549	cyp39a1.L	cytochrome P450 family 39 subfamily A member 1 L homeolog
GeneID:733347	XB-GENE-17335861	mettl6.S	tRNA N(3)-methylcytidine methyltransferase METTL6
GeneID:733349	XB-GENE-1018458	arid3b.L	AT-rich interactive domain-containing protein 3B
GeneID:733350	XB-GENE-973633	mpi.S	mannose-6-phosphate isomerase
GeneID:733351	XB-GENE-17341053	mrps2.S	uncharacterized protein LOC733351
GeneID:733352	XB-GENE-5795143	XB5795058.S	coiled-coil domain-containing protein 115
GeneID:733353	XB-GENE-6078522	hspbap1.L	HSPB (heat shock 27kDa) associated protein 1 L homeolog
GeneID:733354	XB-GENE-5794187	slc66a1l.S	lysosomal amino acid transporter 1 homolog
GeneID:733355	XB-GENE-6253259	ccdc42.L	coiled-coil domain-containing protein 42-like 1
GeneID:733356	XB-GENE-5864257	lexm.L	lymphocyte expansion molecule
GeneID:733357	XB-GENE-5851870	hsd11b1l.L	hydroxysteroid 11-beta-dehydrogenase 1-like protein
GeneID:733358	XB-GENE-6253258	dydc1.L	DPY30 domain-containing protein 1
GeneID:733359	XB-GENE-6253257	pop7.L	uncharacterized protein LOC733359
GeneID:733360	XB-GENE-6253256	tmem9b.S	transmembrane protein 9B
GeneID:733361	XB-GENE-17342678	tnip2.S	TNFAIP3-interacting protein 2
GeneID:733362	XB-GENE-964806	phlpp2.S	LOW QUALITY PROTEIN: PH domain leucine-rich repeat-containing protein phosphatase 2
GeneID:733364	XB-GENE-984417	ebi3.S	interleukin-27 subunit beta
GeneID:733366	XB-GENE-6253253	lgals9.L	galectin-9
GeneID:733367	XB-GENE-987844	spata17.L	spermatogenesis-associated protein 17
GeneID:733368	XB-GENE-5771137	bloc1s4.L	biogenesis of lysosome-related organelles complex 1 subunit 4
GeneID:733369	XB-GENE-941147	ccdc113.L	coiled-coil domain-containing protein 113
GeneID:733370	XB-GENE-999308	nub1.L	NEDD8 ultimate buster 1
GeneID:733371	XB-GENE-1188229	arl6ip4.L	ADP-ribosylation factor-like protein 6-interacting protein 4
GeneID:733372	XB-GENE-960686	iqcd.L	dynein regulatory complex protein 10
GeneID:733374	XB-GENE-948738	ppic.L	peptidyl-prolyl cis-trans isomerase C
GeneID:733375	NA	LOC733375	plasmanylethanolamine desaturase
GeneID:733376	XB-GENE-5955450	tmub2.S	transmembrane and ubiquitin-like domain-containing protein 1
GeneID:733377	XB-GENE-1012781	fbxl8.L	F-box/LRR-repeat protein 8
GeneID:733378	XB-GENE-955771	ccdc169.S	coiled-coil domain-containing protein 169
GeneID:733379	NA	LOC733379	nudix hydrolase 20, chloroplastic
GeneID:733380	XB-GENE-994083	c17orf98.L	uncharacterized protein C17orf98
GeneID:733381	XB-GENE-5837705	asb13.L	ankyrin repeat and SOCS box containing 13 L homeolog
GeneID:733382	XB-GENE-5960373	XB5960368.L	protein eva-1 homolog C
GeneID:733383	XB-GENE-993473	tsr2.L	pre-rRNA-processing protein TSR2 homolog
GeneID:733384	XB-GENE-17343433	lamp2.L	lysosome-associated membrane glycoprotein 2
GeneID:733385	XB-GENE-17342767	rsl1d1.S	ribosomal L1 domain-containing protein 1
GeneID:733386	XB-GENE-17338915	spryd3.S	SPRY domain-containing protein 3
GeneID:733387	XB-GENE-979173	papolg.L	poly(A) polymerase gamma L homeolog
GeneID:733388	XB-GENE-5934162	alg11.L	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
GeneID:733389	XB-GENE-1008683	ivd.S	isovaleryl-CoA dehydrogenase, mitochondrial
GeneID:733390	XB-GENE-979925	mrpl37.L	mitochondrial ribosomal protein L37 L homeolog
GeneID:733391	XB-GENE-6253246	yipf3.L	protein YIPF3
GeneID:733392	XB-GENE-17334660	utp15.S	U3 small nucleolar RNA-associated protein 15 homolog
GeneID:733393	XB-GENE-17332824	isg20l2.L	interferon-stimulated 20 kDa exonuclease-like 2
GeneID:733394	XB-GENE-959957	ak4.S	adenylate kinase 4, mitochondrial
GeneID:733396	XB-GENE-1008815	fis1.S	mitochondrial fission 1 protein
GeneID:733397	NA	LOC733397	ankyrin repeat and SAM domain-containing protein 1A
GeneID:733398	XB-GENE-17339467	smn1.S	survival motor neuron protein 1
GeneID:733399	XB-GENE-17331903	mex3d.S	uncharacterized protein LOC733399
GeneID:733400	XB-GENE-17337806	mrps25.S	28S ribosomal protein S25, mitochondrial
GeneID:733401	XB-GENE-986831	pip5kl1.S	phosphatidylinositol 4-phosphate 5-kinase-like protein 1
GeneID:733403	XB-GENE-958859	rogdi.L	protein rogdi homolog
GeneID:733404	XB-GENE-948685	coq9.L	ubiquinone biosynthesis protein COQ9-A, mitochondrial precursor
GeneID:733405	XB-GENE-981090	foxn4.S	forkhead box protein N4
GeneID:733406	XB-GENE-865022	foxr1.L	forkhead box protein N5
GeneID:733408	XB-GENE-6253143	tusc3.L	tumor suppressor candidate 3
GeneID:733409	XB-GENE-920259	armc5.L	armadillo repeat-containing protein 5
GeneID:733410	XB-GENE-866228	rnf19b.L	E3 ubiquitin-protein ligase RNF19B
GeneID:733411	XB-GENE-5880731	erich3.L	glutamate-rich protein 3
GeneID:733413	XB-GENE-22063597	tuba1al.L	tubulin alpha-1A chain
GeneID:733415	XB-GENE-966702	stub1.L	E3 ubiquitin-protein ligase CHIP
GeneID:733416	XB-GENE-6487994	ppp1r1b.S	protein phosphatase 1 regulatory subunit 1B
GeneID:733418	XB-GENE-989569	tradd.L	tumor necrosis factor receptor type 1-associated DEATH domain protein
GeneID:733419	XB-GENE-5885468	XB5885308.S	uncharacterized protein LOC733419
GeneID:733420	XB-GENE-991150	wnk1.S	serine/threonine-protein kinase WNK1
GeneID:733421	XB-GENE-17336842	prrt1.S	proline-rich transmembrane protein 1
GeneID:733422	XB-GENE-995414	c1s.L	complement C1s subcomponent precursor
GeneID:733423	XB-GENE-17339494	acin1.L	apoptotic chromatin condensation inducer in the nucleus
GeneID:733424	XB-GENE-6253136	c17orf75.L	protein Njmu-R1
GeneID:733425	XB-GENE-17334903	iws1.L	protein IWS1 homolog
GeneID:733426	NA	LOC733426	lethal giant larvae
GeneID:733427	XB-GENE-5753934	phr.L	CPD photolyase-like L homeolog
GeneID:733428	XB-GENE-17343261	cibar1.S	protein FAM92A-A
GeneID:733430	XB-GENE-492538	adam17.L	a disintegrin and metalloprotease domain 17 precursor
GeneID:733431	XB-GENE-5945929	echs1.L	enoyl-CoA hydratase, short chain, 1, mitochondrial L homeolog
GeneID:733432	XB-GENE-17343249	wbp2.S	WW domain-binding protein 2
GeneID:733433	XB-GENE-17341241	timm29.L	mitochondrial import inner membrane translocase subunit Tim29
GeneID:733434	XB-GENE-865652	naa25.L	N-alpha-acetyltransferase 25, NatB auxiliary subunit
GeneID:733435	XB-GENE-17337143	eif4g1.L	eukaryotic translation initiation factor 4 gamma 1
GeneID:733436	XB-GENE-5766636	dkc1.L	H/ACA ribonucleoprotein complex subunit DKC1
GeneID:733437	XB-GENE-956386	znf711.S	zinc finger protein 711
GeneID:733438	XB-GENE-5726542	XB5726496.S	transmembrane protein 182
GeneID:733439	XB-GENE-995199	plekha7.L	pleckstrin homology domain-containing family A member 7
GeneID:733440	XB-GENE-17330026	fbxo43.S	uncharacterized protein LOC733440
GeneID:733441	XB-GENE-6078815	btg5.1.S	protein BTG3
GeneID:733442	XB-GENE-5917347	cyhr1.S	cysteine and histidine-rich protein 1-B
GeneID:733443	XB-GENE-967073	sema6d.L	semaphorin-6D
GeneID:733444	XB-GENE-876243	tdgf1.2.S	teratocarcinoma-derived growth factor 1, member 2 S homeolog precursor
GeneID:733445	XB-GENE-866416	tdgf1.1.L	teratocarcinoma-derived growth factor 1, member 1 L homeolog
GeneID:733446	XB-GENE-478530	hoxb2.S	homeobox protein Hox-B2
GeneID:733447	XB-GENE-979948	dio1.L	type I iodothyronine deiodinase L homeolog isoform 1
GeneID:734151	XB-GENE-865869	hebp2.S	heme binding protein 2 S homeolog precursor
GeneID:734153	XB-GENE-6251867	btg3.S	protein BTG3
GeneID:734154	XB-GENE-864899	foxp2.L	forkhead box protein P2
GeneID:734156	XB-GENE-17336957	zpy1.L	uncharacterized protein zpy1.L
GeneID:734157	XB-GENE-980198	mecom.L	MDS1 and EVI1 complex locus protein EVI1-A
GeneID:734165	XB-GENE-6251859	atf4.S	activating transcription factor 4 S homeolog
GeneID:734166	XB-GENE-865423	bmper.L	BMP binding endothelial regulator L homeolog
GeneID:734168	XB-GENE-6251857	mrpl58.S	peptidyl-tRNA hydrolase ICT1, mitochondrial
GeneID:734169	XB-GENE-6253468	pmel.L	melanocyte protein PMEL
GeneID:734172	XB-GENE-982279	rpgr.S	retinitis pigmentosa GTPase regulator S homeolog
GeneID:734174	XB-GENE-1018276	sox1.S	transcription factor Sox-1
GeneID:734176	XB-GENE-865549	nodal6.S	nodal homolog 6 S homeolog precursor
GeneID:734177	XB-GENE-6251851	p2ry11.L	P2Y purinoceptor 11-like
GeneID:734178	XB-GENE-866270	flnc.L	filamin-C
GeneID:734179	XB-GENE-17333272	qars1.L	glutamine--tRNA ligase
GeneID:734180	XB-GENE-865198	nog4.S	noggin 4 S homeolog precursor
GeneID:734181	XB-GENE-997967	dmrta2.S	doublesex- and mab-3-related transcription factor A2
GeneID:734182	XB-GENE-17346678	tgfb1i1.S	transforming growth factor beta-1-induced transcript 1 protein-like
GeneID:734183	XB-GENE-17330114	serpini1.L	serpin family I member 1 L homeolog precursor
GeneID:734184	XB-GENE-951835	tifa.S	TRAF-interacting protein with FHA domain-containing protein A
GeneID:734185	XB-GENE-6251847	uqcc3.L	ubiquinol-cytochrome-c reductase complex assembly factor 3
GeneID:734186	XB-GENE-5944481	XB5944457.S	GABA neurotransmitter transporter 1
GeneID:734187	XB-GENE-990126	entpd6.L	ectonucleoside triphosphate diphosphohydrolase 6 (putative) L homeolog
GeneID:734189	XB-GENE-1013298	entpd5.L	ectonucleoside triphosphate diphosphohydrolase 5
GeneID:734190	XB-GENE-5899530	gby.L	globin Y L homeolog
GeneID:734191	XB-GENE-961807	ngb.L	neuroglobin
GeneID:734192	XB-GENE-5825354	oprl1.L	nociceptin receptor L homeolog isoform 1
GeneID:734193	XB-GENE-919877	intu.S	protein inturned
GeneID:734194	XB-GENE-490228	shroom3.L	protein Shroom3
GeneID:734195	XB-GENE-1000619	fanca.L	FA complementation group A L homeolog
GeneID:734196	XB-GENE-984804	fancd2.L	FA complementation group D2 L homeolog
GeneID:734197	XB-GENE-978047	fancl.L	FA complementation group L L homeolog
GeneID:734198	XB-GENE-865146	c2.L	complement C2 L homeolog precursor
GeneID:734199	XB-GENE-6251846	ugdh.S	UDP-glucose dehydrogenase
GeneID:734200	XB-GENE-1002020	hmgb3.S	high mobility group box 3 S homeolog
GeneID:734201	XB-GENE-6251689	ripply2.2.S	protein ripply2.2
GeneID:734202	XB-GENE-6251688	ada2.S	adenosine deaminase 2 S homeolog precursor
GeneID:734203	XB-GENE-990302	terf2.L	telomeric repeat binding factor 2 L homeolog
GeneID:734204	XB-GENE-491969	lox.L	lysyl oxidase L homeolog precursor
GeneID:734205	XB-GENE-956839	oaz2.S	ornithine decarboxylase antizyme 2
GeneID:734206	XB-GENE-865223	stard13.S	StAR related lipid transfer domain containing 13 S homeolog
GeneID:734207	XB-GENE-865794	mxi1.L	MAX interactor 1, dimerization protein L homeolog
GeneID:734208	XB-GENE-5734217	h1-3.L	H1.3 linker histone, cluster member L homeolog
GeneID:734209	XB-GENE-865603	nfib.L	nuclear factor I B L homeolog
GeneID:734210	NA	LOC734210	nuclear factor 1 C-type
GeneID:734211	XB-GENE-6251686	epor.L	erythropoietin receptor precursor
GeneID:734212	XB-GENE-5813859	XB5813854.L	provisional ortholog of ankyrin repeat domain 52 L homeolog
GeneID:734213	XB-GENE-487815	nphs1.S	NPHS1 nephrin S homeolog precursor
GeneID:734215	XB-GENE-17331306	naa25.S	N-alpha-acetyltransferase 25, NatB auxiliary subunit
GeneID:734216	XB-GENE-17346245	ppp2r3b.S	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta
GeneID:734217	XB-GENE-17343191	aldh6a1.S	methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial
GeneID:734218	XB-GENE-6251682	sdc4.S	syndecan 4-A precursor
GeneID:734219	XB-GENE-6251681	sdc4.L	syndecan 4-B precursor
GeneID:734220	XB-GENE-6251680	znf750.S	zinc finger protein 750 S homeolog
GeneID:734221	XB-GENE-17330953	zeb1.S	zinc finger E-box binding homeobox 1 S homeolog
GeneID:734222	XB-GENE-865275	nusap1.S	nucleolar and spindle-associated protein 1-A
GeneID:734223	XB-GENE-1217680	fbn3.L	fibrillin-2
GeneID:734224	XB-GENE-479542	aicda.L	activation-induced cytidine deaminase L homeolog
GeneID:734226	XB-GENE-980662	lep.S	leptin precursor
GeneID:734227	XB-GENE-980272	lepr.S	leptin receptor
GeneID:734228	XB-GENE-490283	ldb2.S	LIM domain-binding protein 2
GeneID:734229	XB-GENE-866356	rax2.S	retina and anterior neural fold homeobox 2 S homeolog
GeneID:734230	XB-GENE-1000491	fbxw7.L	F-box and WD repeat domain containing 7 L homeolog
GeneID:734231	XB-GENE-985083	wrnip1.L	Werner helicase interacting protein 1 L homeolog
GeneID:734232	XB-GENE-6251678	loxl3.S	lysyl oxidase homolog 3B
GeneID:734233	XB-GENE-17340362	arfgap3.L	ADP ribosylation factor GTPase activating protein 3 L homeolog
GeneID:734234	XB-GENE-1012370	ripk1.L	receptor interacting serine/threonine kinase 1 L homeolog
GeneID:734235	XB-GENE-939909	svop.L	synaptic vesicle 2-related protein
GeneID:734236	XB-GENE-17331993	psip1.L	PC4 and SFRS1 interacting protein 1 L homeolog
GeneID:734237	XB-GENE-6251676	lbx1.L	transcription factor LBX1
GeneID:734238	XB-GENE-6256442	rest.L	RE1-silencing transcription factor A
GeneID:734239	XB-GENE-489002	actr2.S	actin-related protein 2-A
GeneID:734241	XB-GENE-865801	ephb3.L	EPH receptor B3 L homeolog precursor
GeneID:734242	XB-GENE-1188255	clic4.L	chloride intracellular channel 4 L homeolog
GeneID:734243	XB-GENE-17343280	mta2.S	uncharacterized protein LOC734243
GeneID:734244	XB-GENE-17333453	suox.S	uncharacterized protein LOC734244
GeneID:734245	XB-GENE-17339929	gab1.L	uncharacterized protein LOC734245
GeneID:734246	XB-GENE-6251672	gng7.L	guanine nucleotide binding protein (G protein), gamma 7 L homeolog
GeneID:734247	XB-GENE-17342444	dlx2.S	uncharacterized protein LOC734247
GeneID:734248	XB-GENE-1008136	gab1.S	GRB2 associated binding protein 1 S homeolog
GeneID:734249	XB-GENE-17332248	cdk5rap3.S	CDK5 regulatory subunit-associated protein 3
GeneID:734250	XB-GENE-6083846	drap1.L	uncharacterized protein LOC734250
GeneID:734251	XB-GENE-971102	pcif1.S	phosphorylated CTD interacting factor 1 S homeolog
GeneID:734252	XB-GENE-976997	dsc3.S	desmocollin 3 S homeolog precursor
GeneID:734253	XB-GENE-977396	supt4h1.L	transcription elongation factor SPT4
GeneID:734254	XB-GENE-6251669	rpp21.S	ribonuclease P/MRP 21kDa subunit S homeolog
GeneID:734255	XB-GENE-1004162	txnl4a.S	thioredoxin like 4A S homeolog
GeneID:734256	XB-GENE-6077824	dusp19.L	dual specificity protein phosphatase 19
GeneID:734257	XB-GENE-997018	agmat.S	agmatinase S homeolog
GeneID:734258	XB-GENE-17334430	atat1.L	uncharacterized protein LOC734258
GeneID:734259	XB-GENE-855448	eif4e.L	eukaryotic translation initiation factor 4E L homeolog
GeneID:734260	XB-GENE-945726	chst13.S	carbohydrate (chondroitin 4) sulfotransferase 13 S homeolog precursor
GeneID:734261	XB-GENE-5818020	cep70.L	centrosomal protein 70kDa L homeolog
GeneID:734262	XB-GENE-17336343	drap1.S	uncharacterized protein LOC734262
GeneID:734263	XB-GENE-976285	arl6ip1.L	ADP ribosylation factor like GTPase 6 interacting protein 1 L homeolog
GeneID:734264	XB-GENE-996593	b3gnt3.2.L	uncharacterized protein LOC734264
GeneID:734265	XB-GENE-17337733	prss16.L	uncharacterized protein LOC734265 precursor
GeneID:734266	XB-GENE-5843985	arhgap11a.2.L	Rho GTPase activating protein 11A, gene 2 L homeolog
GeneID:734267	XB-GENE-6251665	coa7.S	cytochrome c oxidase assembly factor 7B
GeneID:734268	XB-GENE-6251664	c15orf40.L	uncharacterized protein LOC734268
GeneID:734269	XB-GENE-17336559	txnl1.L	uncharacterized protein LOC734269
GeneID:734270	XB-GENE-6251662	chchd5.L	coiled-coil-helix-coiled-coil-helix domain containing 5 L homeolog
GeneID:734271	XB-GENE-17342638	apob.S	uncharacterized protein LOC734271
GeneID:734272	XB-GENE-992993	brms1.L	BRMS1, transcriptional repressor and anoikis regulator L homeolog
GeneID:734273	XB-GENE-977878	klhl17.L	kelch-like protein 17
GeneID:734274	XB-GENE-6251661	tmem165.L	transmembrane protein 165 L homeolog
GeneID:734275	XB-GENE-6085156	col6a2.L	uncharacterized protein LOC734275 precursor
GeneID:734276	XB-GENE-865689	socs2.S	suppressor of cytokine signaling 2 S homeolog
GeneID:734277	XB-GENE-1013624	clint1.L	clathrin interactor 1 L homeolog
GeneID:734278	XB-GENE-999294	znf598.S	zinc finger protein 598 S homeolog
GeneID:734279	XB-GENE-6251660	bloc1s6.S	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin S homeolog
GeneID:734280	XB-GENE-5802553	daw1.S	dynein assembly factor with WDR repeat domains 1
GeneID:734281	XB-GENE-6251659	taf13.S	TATA-box binding protein associated factor 13 S homeolog
GeneID:734282	XB-GENE-969111	bbs10.L	Bardet-Biedl syndrome 10 L homeolog
GeneID:734283	XB-GENE-5897421	cep57l1.L	centrosomal protein cep57l1
GeneID:734284	XB-GENE-964462	pcid2.S	PCI domain-containing protein 2
GeneID:734285	XB-GENE-6251658	ncoa4.S	nuclear receptor coactivator 4 S homeolog
GeneID:734286	XB-GENE-963319	spsb4.L	splA/ryanodine receptor domain and SOCS box containing 4 L homeolog
GeneID:734287	XB-GENE-6251657	chfr.L	E3 ubiquitin-protein ligase CHFR
GeneID:734288	XB-GENE-954069	pttg1ip.1.L	pituitary tumor-transforming 1 interacting protein, gene 1 L homeolog precursor
GeneID:734289	XB-GENE-5953039	trmt9b.L	uncharacterized protein LOC734289
GeneID:734290	XB-GENE-975911	c1orf52.S	UPF0690 protein C1orf52 homolog A
GeneID:734291	XB-GENE-954099	dnajb6.L	dnaJ homolog subfamily B member 6-A
GeneID:734292	XB-GENE-5820134	akirin1.S	akirin-1A
GeneID:734293	XB-GENE-5905253	tbc1d19.L	TBC1 domain family member 19 L homeolog
GeneID:734294	XB-GENE-986641	msh6.L	mutS homolog 6 L homeolog
GeneID:734295	XB-GENE-6251655	pttg1ip2.L	PTTG1IP family member 2 L homeolog precursor
GeneID:734296	XB-GENE-982615	mthfs.L	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) L homeolog
GeneID:734297	XB-GENE-17331094	nfkbia.S	uncharacterized protein LOC734297
GeneID:734298	XB-GENE-865645	axin1.S	axin 1 S homeolog
GeneID:734299	XB-GENE-6251653	fabp4.L	fatty acid binding protein 4, adipocyte L homeolog
GeneID:734300	XB-GENE-961422	nipa1.L	NIPA magnesium transporter 1 L homeolog
GeneID:734301	XB-GENE-5829742	tasp1.S	threonine aspartase 1
GeneID:734302	XB-GENE-6251474	myd88.S	myeloid differentiation primary response protein MyD88-B
GeneID:734303	XB-GENE-962390	gtf2e2.L	general transcription factor IIE subunit 2
GeneID:734304	XB-GENE-6251473	bicd2l.L	BICD cargo adaptor 2 like L homeolog
GeneID:734305	XB-GENE-948860	zdhhc15.L	palmitoyltransferase ZDHHC15
GeneID:734306	XB-GENE-919931	scaf8.L	SR-related CTD associated factor 8 L homeolog
GeneID:734307	XB-GENE-6251472	esyt2.S	extended synaptotagmin-2-A
