Q66KW8,NP_001078914.1,NM_001085445.1,GeneID:447126,XB-GENE-1016356
A0A8J1M5D1,XP_041436897.1,XM_041580963.1,GeneID:443556,XB-GENE-923407
A0A1L8HX51,XP_041436898.1,XM_041580964.1,GeneID:446619,XB-GENE-5898631
A0A8J1M5D9,XP_041436899.1,XM_041580965.1,GeneID:443556,XB-GENE-923407
A0A8J1M5D6,XP_041436904.1,XM_041580970.1,GeneID:446619,XB-GENE-5898631
A0A8J1M784,XP_041436905.1,XM_041580971.1,GeneID:443835,NA
A0A8J1M6H1,XP_041436906.1,XM_041580972.1,GeneID:100141486,XB-GENE-865887
A0A8J1M5E1,XP_041436907.1,XM_041580973.1,GeneID:446636,XB-GENE-942405
A0A8J1M5E5,XP_041436912.1,XM_041580978.1,GeneID:444155,XB-GENE-987148
A0A8J1M5F3,XP_041436914.1,XM_041580980.1,GeneID:444227,XB-GENE-6255703
A0A8J1M6I0,XP_041436916.1,XM_041580982.1,GeneID:444231,XB-GENE-6255700
A0A8J1M5E8,XP_041436918.1,XM_041580984.1,GeneID:444231,XB-GENE-6255700
A0A1L8HGC4,XP_041436919.1,XM_041580985.1,GeneID:444231,XB-GENE-6255700
A0A8J1M6I4,XP_041436921.1,XM_041580987.1,GeneID:444284,XB-GENE-865519
A0A8J1M5F4,XP_041436922.1,XM_041580988.1,GeneID:446654,XB-GENE-6255663
A0A8J1M5G2,XP_041436923.1,XM_041580989.1,GeneID:444287,XB-GENE-984052
A0A8J1M5G3,XP_041436924.1,XM_041580990.1,GeneID:444287,XB-GENE-984052
A0A8J1M7A4,XP_041436925.1,XM_041580991.1,GeneID:444287,XB-GENE-984052
A0A8J1M5G9,XP_041436929.1,XM_041580995.1,GeneID:444425,XB-GENE-866087
A0A8J1M7A9,XP_041436930.1,XM_041580996.1,GeneID:444449,XB-GENE-980843
A0A8J1M6J3,XP_041436931.1,XM_041580997.1,GeneID:444449,XB-GENE-980843
A0A8J1M5H4,XP_041436934.1,XM_041581000.1,GeneID:444543,XB-GENE-6254887
A0A8J1M7B4,XP_041436935.1,XM_041581001.1,GeneID:444610,XB-GENE-5759202
A0A8J1M6J7,XP_041436936.1,XM_041581002.1,GeneID:444610,XB-GENE-5759202
A0A8J1M5G8,XP_041436937.1,XM_041581003.1,GeneID:444610,XB-GENE-5759202
A0A8J1M5H6,XP_041436938.1,XM_041581004.1,GeneID:444610,XB-GENE-5759202
A0A8J1M5H9,XP_041436939.1,XM_041581005.1,GeneID:444610,XB-GENE-5759202
A0A8J1M7B9,XP_041436940.1,XM_041581006.1,GeneID:444610,XB-GENE-5759202
A0A8J1M6K2,XP_041436941.1,XM_041581007.1,GeneID:444610,XB-GENE-5759202
A0A8J1M5H3,XP_041436942.1,XM_041581008.1,GeneID:444610,XB-GENE-5759202
A0A8J1M5I1,XP_041436943.1,XM_041581009.1,GeneID:444797,XB-GENE-6254355
A0A1L8HDD5,XP_041436946.1,XM_041581012.1,GeneID:444797,XB-GENE-6254355
A0A8J1M5H7,XP_041436947.1,XM_041581013.1,GeneID:444807,XB-GENE-1000971
A0A8J1M5I6,XP_041436948.1,XM_041581014.1,GeneID:445821,XB-GENE-479500
A0A8J1M5I8,XP_041436949.1,XM_041581015.1,GeneID:445821,XB-GENE-479500
A0A8J1M7C9,XP_041436950.1,XM_041581016.1,GeneID:445821,XB-GENE-479500
A0A1L8HG72,XP_041436951.1,XM_041581017.1,GeneID:446328,XB-GENE-953322
A0A8J1M5I2,XP_041436952.1,XM_041581018.1,GeneID:446416,XB-GENE-5803067
A0A8J1M5J2,XP_041436953.1,XM_041581019.1,GeneID:446558,XB-GENE-5952584
A0A8J1M5J4,XP_041436954.1,XM_041581020.1,GeneID:446581,XB-GENE-946526
A0A8J1M7D4,XP_041436955.1,XM_041581021.1,GeneID:446616,XB-GENE-983516
A0A8J1M6L6,XP_041436956.1,XM_041581022.1,GeneID:446637,XB-GENE-920761
A0A8J1M5I7,XP_041436959.1,XM_041581025.1,GeneID:446757,XB-GENE-6255356
A0A8J1M5J7,XP_041436958.1,XM_041581024.1,GeneID:446727,XB-GENE-6255362
A0A8J1M7D9,XP_041436960.1,XM_041581026.1,GeneID:446844,XB-GENE-997061
A0A8J1M6M1,XP_041436961.1,XM_041581027.1,GeneID:446844,XB-GENE-997061
A0A8J1M5J1,XP_041436963.1,XM_041581029.1,GeneID:446908,XB-GENE-6254870
A0A1L8HHT0,XP_041436964.1,XM_041581030.1,GeneID:447086,XB-GENE-966314
A0A8J1M7E3,XP_041436965.1,XM_041581031.1,GeneID:447183,XB-GENE-5952447
A0A8J1M6M6,XP_041436966.1,XM_041581032.1,GeneID:447183,XB-GENE-5952447
A0A8J1M5J6,XP_041436967.1,XM_041581033.1,GeneID:447293,XB-GENE-5841134
A0A8J1M5K9,XP_041436968.1,XM_041581034.1,GeneID:447322,XB-GENE-1002788
A0A8J1M5L5,XP_041436973.1,XM_041581039.1,GeneID:446782,XB-GENE-6255346
A0A8J1M7E7,XP_041436970.1,XM_041581036.1,GeneID:447375,XB-GENE-958025
A0A8J1M5K1,XP_041436972.1,XM_041581038.1,GeneID:447510,XB-GENE-1000638
A0A8J1M5L1,XP_041436974.1,XM_041581040.1,GeneID:447776,XB-GENE-947928
A0A8J1M7F1,XP_041436975.1,XM_041581041.1,GeneID:447776,XB-GENE-947928
A0A8J1M6N5,XP_041436976.1,XM_041581042.1,GeneID:447776,XB-GENE-947928
A0A8J1M5M0,XP_041436978.1,XM_041581044.1,GeneID:446783,XB-GENE-965619
A0A8J1M5L6,XP_041436979.1,XM_041581045.1,GeneID:494732,XB-GENE-973384
A0A8J1M5M6,XP_041436984.1,XM_041581050.1,GeneID:494853,XB-GENE-6255064
A0A1L8HDY8,XP_041436986.1,XM_041581052.1,GeneID:494853,XB-GENE-6255064
A0A8J1M5L7,XP_041436987.1,XM_041581053.1,GeneID:494853,XB-GENE-6255064
A0A1L8HEA9,XP_041436989.1,XM_041581055.1,GeneID:495016,XB-GENE-6254546
A0A8J1M6Q0,XP_041436991.1,XM_041581057.1,GeneID:495021,XB-GENE-17336223
A0A8J1M5M2,XP_041436992.1,XM_041581058.1,GeneID:495021,XB-GENE-17336223
A0A8J1M7H2,XP_041436995.1,XM_041581061.1,GeneID:495252,XB-GENE-987346
A0A8J1M6Q3,XP_041436996.1,XM_041581062.1,GeneID:495376,XB-GENE-17339418
A0A8J1M5M7,XP_041436997.1,XM_041581063.1,GeneID:495376,XB-GENE-17339418
A0A8J1M5P3,XP_041436998.1,XM_041581064.1,GeneID:495376,XB-GENE-17339418
A0A8J1M6Q8,XP_041437001.1,XM_041581067.1,GeneID:495390,XB-GENE-973123
A0A8J1M5N1,XP_041437002.1,XM_041581068.1,GeneID:495423,XB-GENE-987418
A0A8J1M5P8,XP_041437003.1,XM_041581069.1,GeneID:495423,XB-GENE-987418
A0A8J1M5P0,XP_041437004.1,XM_041581070.1,GeneID:495432,XB-GENE-1007407
A0A8J1M7I1,XP_041437005.1,XM_041581071.1,GeneID:495440,XB-GENE-949488
A0A1L8HCF2,XP_041437006.1,XM_041581072.1,GeneID:495454,NA
A0A1L8HBU5,XP_041437007.1,XM_041581073.1,GeneID:495478,NA
A0A1L8HI20,XP_041437008.1,XM_041581074.1,GeneID:495683,XB-GENE-865048
A0A1L8HJ64,XP_041437009.1,XM_041581075.1,GeneID:495953,XB-GENE-943462
A0A8J1M5R1,XP_041437013.1,XM_041581079.1,GeneID:496058,XB-GENE-1008704
A0A8J1M5Q0,XP_041437014.1,XM_041581080.1,GeneID:496058,XB-GENE-1008704
A0A8J1M7J2,XP_041437015.1,XM_041581081.1,GeneID:496098,XB-GENE-952415
A0A8J1M5R6,XP_041437018.1,XM_041581084.1,GeneID:496098,XB-GENE-952415
A0A8J1M5Q6,XP_041437019.1,XM_041581085.1,GeneID:496149,XB-GENE-6252506
A0A8J1M7J7,XP_041437020.1,XM_041581086.1,GeneID:446892,XB-GENE-5729316
A0A8J1M6S6,XP_041437021.1,XM_041581087.1,GeneID:734242,XB-GENE-1188255
A0A8J1M5Q2,XP_041437022.1,XM_041581088.1,GeneID:734467,XB-GENE-956733
A0A8J1M5S1,XP_041437023.1,XM_041581089.1,GeneID:734467,XB-GENE-956733
A0A8J1M7K0,XP_041437025.1,XM_041581091.1,GeneID:734483,XB-GENE-993140
A0A8J1M6T0,XP_041437026.1,XM_041581092.1,GeneID:734483,XB-GENE-993140
A0A8J1M5Q7,XP_041437027.1,XM_041581093.1,GeneID:734483,XB-GENE-993140
A0A8J1M5S6,XP_041437028.1,XM_041581094.1,GeneID:734483,XB-GENE-993140
A0A8J1M5R5,XP_041437029.1,XM_041581095.1,GeneID:734483,XB-GENE-993140
A0A8J1M7K5,XP_041437030.1,XM_041581096.1,GeneID:734483,XB-GENE-993140
A0A8J1M5R2,XP_041437032.1,XM_041581098.1,GeneID:734571,XB-GENE-6255887
A0A8J1M6U0,XP_041437036.1,XM_041581102.1,GeneID:734630,XB-GENE-1006885
A0A8J1M5R8,XP_041437037.1,XM_041581103.1,GeneID:734630,XB-GENE-1006885
A0A8J1M7L5,XP_041437040.1,XM_041581106.1,GeneID:734632,XB-GENE-954122
A0A8J1M6U5,XP_041437041.1,XM_041581107.1,GeneID:734645,XB-GENE-1012987
A0A8J1M5S3,XP_041437042.1,XM_041581108.1,GeneID:734645,XB-GENE-1012987
A0A8J1M5U4,XP_041437043.1,XM_041581109.1,GeneID:734679,XB-GENE-17333812
A0A8J1M7M0,XP_041437045.1,XM_041581111.1,GeneID:734704,XB-GENE-990879
A0A1L8HIX8,XP_041437046.1,XM_041581112.1,GeneID:734718,XB-GENE-6255297
A0A8J1M5S8,XP_041437047.1,XM_041581113.1,GeneID:734722,XB-GENE-985905
A0A8J1M5T3,XP_041437052.1,XM_041581118.1,GeneID:734942,XB-GENE-6079443
A0A8J1M5V4,XP_041437053.1,XM_041581119.1,GeneID:734942,XB-GENE-6079443
A0A8J1M5T7,XP_041437054.1,XM_041581120.1,GeneID:735085,XB-GENE-921696
A0A8J1M7N0,XP_041437055.1,XM_041581121.1,GeneID:735085,XB-GENE-921696
A0A8J1M6W3,XP_041437056.1,XM_041581122.1,GeneID:735098,XB-GENE-944019
A0A8J1M5T8,XP_041437057.1,XM_041581123.1,GeneID:735098,XB-GENE-944019
A0A8J1M5V9,XP_041437058.1,XM_041581124.1,GeneID:735098,XB-GENE-944019
A0A8J1M5U3,XP_041437059.1,XM_041581125.1,GeneID:735098,XB-GENE-944019
A0A8J1M7N6,XP_041437060.1,XM_041581126.1,GeneID:735098,XB-GENE-944019
A0A8J1M6W7,XP_041437061.1,XM_041581127.1,GeneID:735109,XB-GENE-5952259
A0A1L8HIT6,XP_041437062.1,XM_041581128.1,GeneID:735146,XB-GENE-1015887
A0A8J1M5W3,XP_041437063.1,XM_041581129.1,GeneID:735238,XB-GENE-865771
A0A8J1M7N9,XP_041437065.1,XM_041581131.1,GeneID:779247,NA
A0A8J1M6X2,XP_041437066.1,XM_041581132.1,GeneID:779247,NA
A0A8J1M5U8,XP_041437067.1,XM_041581133.1,GeneID:779247,NA
A0A8J1M7P4,XP_041437070.1,XM_041581136.1,GeneID:779340,XB-GENE-6252462
A0A8J1M6X5,XP_041437071.1,XM_041581137.1,GeneID:779419,XB-GENE-947977
A0A8J1M5X1,XP_041437073.1,XM_041581139.1,GeneID:779419,XB-GENE-947977
A0A8J1M5V8,XP_041437074.1,XM_041581140.1,GeneID:779419,XB-GENE-947977
A0A8J1M7P9,XP_041437075.1,XM_041581141.1,GeneID:779419,XB-GENE-947977
A0A8J1M6Y0,XP_041437076.1,XM_041581142.1,GeneID:779419,XB-GENE-947977
A0A8J1M5V7,XP_041437077.1,XM_041581143.1,GeneID:779419,XB-GENE-947977
A0A8J1M5X6,XP_041437078.1,XM_041581144.1,GeneID:779419,XB-GENE-947977
A0A8J1M5W2,XP_041437079.1,XM_041581145.1,GeneID:779419,XB-GENE-947977
A0A8J1M7Q4,XP_041437080.1,XM_041581146.1,GeneID:779419,XB-GENE-947977
A0A8J1M6Y5,XP_041437081.1,XM_041581147.1,GeneID:779419,XB-GENE-947977
A0A8J1M5W4,XP_041437082.1,XM_041581148.1,GeneID:779419,XB-GENE-947977
A0A8J1M5Y1,XP_041437083.1,XM_041581149.1,GeneID:779419,XB-GENE-947977
A0A8J1M5W8,XP_041437084.1,XM_041581150.1,GeneID:121399613,NA
A0A8J1M7R0,XP_041437085.1,XM_041581151.1,GeneID:121399614,NA
A0A8J1M6Z0,XP_041437086.1,XM_041581152.1,GeneID:108707379,NA
A0A8J1M5W9,XP_041437087.1,XM_041581153.1,GeneID:108707380,XB-GENE-6486515
A0A8J1M5Y6,XP_041437088.1,XM_041581154.1,GeneID:121399615,NA
A0A8J1M5X5,XP_041437089.1,XM_041581155.1,GeneID:121399616,NA
A0A8J1M7R5,XP_041437090.1,XM_041581156.1,GeneID:108705700,NA
A0A8J1M6Z5,XP_041437091.1,XM_041581157.1,GeneID:121399617,NA
A0A8J1M5X3,XP_041437092.1,XM_041581158.1,GeneID:108707399,XB-GENE-22164456
A0A8J1M5Z1,XP_041437093.1,XM_041581159.1,GeneID:121399618,NA
A0A8J1M5Y0,XP_041437094.1,XM_041581160.1,GeneID:121399619,NA
A0A8J1M7S0,XP_041437095.1,XM_041581161.1,GeneID:121399620,NA
A0A8J1M701,XP_041437096.1,XM_041581162.1,GeneID:121399621,NA
A0A8J1M5X8,XP_041437097.1,XM_041581163.1,GeneID:108707404,XB-GENE-22065974
A0A8J1M5Z5,XP_041437098.1,XM_041581164.1,GeneID:108707405,XB-GENE-22065980
A0A8J1M5Y5,XP_041437099.1,XM_041581165.1,GeneID:108707407,XB-GENE-22065920
A0A8J1M7S6,XP_041437100.1,XM_041581166.1,GeneID:108707415,NA
A0A8J1M706,XP_041437101.1,XM_041581167.1,GeneID:108707418,NA
A0A8J1M5Y4,XP_041437102.1,XM_041581168.1,GeneID:447140,XB-GENE-5836471
A0A8J1M600,XP_041437103.1,XM_041581169.1,GeneID:108703968,NA
A0A8J1M5Z0,XP_041437104.1,XM_041581170.1,GeneID:121399622,NA
A0A8J1M7T1,XP_041437105.1,XM_041581171.1,GeneID:121399624,NA
A0A1L8HBX3,XP_041437106.1,XM_041581172.1,GeneID:121399625,NA
A0A8J1M5Y7,XP_041437107.1,XM_041581173.1,GeneID:121399626,NA
A0A1L8HC91,XP_041437108.1,XM_041581174.1,GeneID:121399628,NA
A0A8J1M5Z6,XP_041437109.1,XM_041581175.1,GeneID:108707410,XB-GENE-22065938
A0A8J1M7T6,XP_041437110.1,XM_041581176.1,GeneID:108707431,NA
A0A8J1M716,XP_041437111.1,XM_041581177.1,GeneID:121399633,NA
A0A8J1M5Z2,XP_041437112.1,XM_041581178.1,GeneID:121399635,NA
A0A8J1M610,XP_041437113.1,XM_041581179.1,GeneID:121399636,NA
A0A8J1M601,XP_041437114.1,XM_041581180.1,GeneID:121399637,NA
A0A8J1M7U0,XP_041437115.1,XM_041581181.1,GeneID:121399638,NA
A0A8J1M721,XP_041437116.1,XM_041581182.1,GeneID:121399639,NA
A0A8J1M5Z8,XP_041437117.1,XM_041581183.1,GeneID:121399641,NA
A0A8J1M615,XP_041437118.1,XM_041581184.1,GeneID:108707694,NA
A0A8J1M606,XP_041437119.1,XM_041581185.1,GeneID:108707472,NA
A0A8J1M7U5,XP_041437120.1,XM_041581186.1,GeneID:121399644,NA
A0A8J1M726,XP_041437121.1,XM_041581187.1,GeneID:121399647,NA
A0A8J1M603,XP_041437122.1,XM_041581188.1,GeneID:121399649,NA
A0A1L8HV39,XP_041437123.1,XM_041581189.1,GeneID:447196,XB-GENE-952303
A0A1L8HV42,XP_041437124.1,XM_041581190.1,GeneID:447196,XB-GENE-952303
A0A8J1M7V0,XP_041437125.1,XM_041581191.1,GeneID:108707517,XB-GENE-17330692
A0A1L8HV05,XP_041437126.1,XM_041581192.1,GeneID:447196,XB-GENE-952303
A0A1L8HGP6,XP_041437127.1,XM_041581193.1,GeneID:108707727,NA
A0A8J1M624,XP_041437128.1,XM_041581194.1,GeneID:121399655,NA
A0A8J1M618,XP_041437129.1,XM_041581195.1,GeneID:108707537,XB-GENE-17342085
A0A8J1M7V5,XP_041437130.1,XM_041581196.1,GeneID:121399661,NA
A0A8J1M736,XP_041437131.1,XM_041581197.1,GeneID:121399662,NA
A0A1L8HIS0,XP_041437132.1,XM_041581198.1,GeneID:108707561,NA
A0A8J1M629,XP_041437133.1,XM_041581199.1,GeneID:108707757,NA
A0A8J1M623,XP_041437134.1,XM_041581200.1,GeneID:108707757,NA
A0A8J1M7W0,XP_041437135.1,XM_041581201.1,GeneID:121399664,NA
A0A8J1M741,XP_041437136.1,XM_041581202.1,GeneID:447212,XB-GENE-1020961
A0A8J1M7W7,XP_041437140.1,XM_041581206.1,GeneID:121399672,NA
A0A8J1M633,XP_041437138.1,XM_041581204.1,GeneID:121399666,NA
A0A8J1M628,XP_041437139.1,XM_041581205.1,GeneID:121399671,NA
A0A1L8HJF6,XP_041437142.1,XM_041581208.1,GeneID:121399673,NA
A0A8J1M638,XP_041437143.1,XM_041581209.1,GeneID:121399675,NA
A0A8J1M634,XP_041437144.1,XM_041581210.1,GeneID:121399676,NA
A0A8J1M7X0,XP_041437145.1,XM_041581211.1,GeneID:121399677,NA
A0A8J1M751,XP_041437146.1,XM_041581212.1,GeneID:108707595,NA
A0A8J1M627,XP_041437147.1,XM_041581213.1,GeneID:121399681,NA
A0A8J1M643,XP_041437148.1,XM_041581214.1,GeneID:108705150,NA
A0A8J1M640,XP_041437149.1,XM_041581215.1,GeneID:121399682,NA
A0A8J1M7X6,XP_041437150.1,XM_041581216.1,GeneID:121399683,NA
A0A8J1M756,XP_041437151.1,XM_041581217.1,GeneID:447229,XB-GENE-6254145
A0A8J1M632,XP_041437152.1,XM_041581218.1,GeneID:121399685,NA
A0A8J1M648,XP_041437153.1,XM_041581219.1,GeneID:447229,XB-GENE-6254145
A0A8J1M645,XP_041437154.1,XM_041581220.1,GeneID:121399687,NA
A0A8J1M7Y0,XP_041437155.1,XM_041581221.1,GeneID:121399688,NA
A0A8J1M761,XP_041437156.1,XM_041581222.1,GeneID:121399689,NA
A0A8J1M637,XP_041437157.1,XM_041581223.1,GeneID:121399690,NA
A0A8J1M652,XP_041437158.1,XM_041581224.1,GeneID:108705945,NA
A0A8J1M650,XP_041437159.1,XM_041581225.1,GeneID:121399691,NA
A0A8J1M7Y7,XP_041437160.1,XM_041581226.1,GeneID:447229,XB-GENE-6254145
A0A8J1M766,XP_041437161.1,XM_041581227.1,GeneID:121399692,NA
A0A8J1M642,XP_041437162.1,XM_041581228.1,GeneID:121399694,NA
A0A8J1M657,XP_041437163.1,XM_041581229.1,GeneID:121399695,NA
A0A8J1M655,XP_041437164.1,XM_041581230.1,GeneID:121399696,NA
A0A8J1M7Z4,XP_041437165.1,XM_041581231.1,GeneID:447229,XB-GENE-6254145
A0A8J1M770,XP_041437166.1,XM_041581232.1,GeneID:121399697,NA
A0A8J1M647,XP_041437167.1,XM_041581233.1,GeneID:121399698,NA
A0A1L8HUD8,XP_041437168.1,XM_041581234.1,GeneID:447229,XB-GENE-6254145
A0A8J1M659,XP_041437169.1,XM_041581235.1,GeneID:108705527,NA
A0A8J1M7Z9,XP_041437170.1,XM_041581236.1,GeneID:447229,XB-GENE-6254145
A0A8J1M775,XP_041437171.1,XM_041581237.1,GeneID:121399701,NA
A0A8J1M654,XP_041437172.1,XM_041581238.1,GeneID:121399702,NA
A0A8J1M666,XP_041437173.1,XM_041581239.1,GeneID:108708019,NA
A0A8J1M663,XP_041440656.1,XM_041584722.1,GeneID:121400771,NA
A0A8J1M807,XP_041437175.1,XM_041581241.1,GeneID:447229,XB-GENE-6254145
A0A8J1M780,XP_041437176.1,XM_041581242.1,GeneID:121399704,NA
A0A8J1M660,XP_041437177.1,XM_041581243.1,GeneID:121399705,NA
A0A8J1M672,XP_041437178.1,XM_041581244.1,GeneID:108707461,NA
A0A1L8HDZ8,XP_041437179.1,XM_041581245.1,GeneID:121399706,NA
A0A8J1M813,XP_041437180.1,XM_041581246.1,GeneID:447229,XB-GENE-6254145
A0A1L8HDX0,XP_041437181.1,XM_041581247.1,GeneID:121399707,NA
A0A8J1M664,XP_041437182.1,XM_041581248.1,GeneID:121399708,NA
A0A1L8HDW6,XP_041437183.1,XM_041581249.1,GeneID:121399710,NA
A0A1L8HE46,XP_041437184.1,XM_041581250.1,GeneID:121399711,NA
A0A8J1M818,XP_041437185.1,XM_041581251.1,GeneID:121399712,NA
A0A8J1M790,XP_041437186.1,XM_041581252.1,GeneID:121399713,NA
A0A8J1M668,XP_041437187.1,XM_041581253.1,GeneID:108707471,NA
A0A8J1M682,XP_041437188.1,XM_041581254.1,GeneID:108707698,NA
A0A8J1M681,XP_041437189.1,XM_041581255.1,GeneID:108714406,NA
A0A8J1M823,XP_041437190.1,XM_041581256.1,GeneID:108708071,NA
A0A8J1M795,XP_041437191.1,XM_041581257.1,GeneID:121399714,NA
A0A8J1M673,XP_041437192.1,XM_041581258.1,GeneID:447237,XB-GENE-1004076
A0A8J1M686,XP_041437193.1,XM_041581259.1,GeneID:121399715,NA
A0A8J1M827,XP_041437195.1,XM_041581261.1,GeneID:108705542,NA
A0A8J1M7A0,XP_041437196.1,XM_041581262.1,GeneID:121399717,NA
A0A8J1M678,XP_041437197.1,XM_041581263.1,GeneID:108707485,NA
A0A8J1M691,XP_041437198.1,XM_041581264.1,GeneID:108707489,XB-GENE-17330949
A0A8J1M689,XP_041437199.1,XM_041581265.1,GeneID:447257,XB-GENE-5928389
A0A8J1M832,XP_041437200.1,XM_041581266.1,GeneID:121399718,NA
A0A8J1M7A5,XP_041437201.1,XM_041581267.1,GeneID:121399719,NA
A0A8J1M683,XP_041437202.1,XM_041581268.1,GeneID:447257,XB-GENE-5928389
A0A8J1M696,XP_041437203.1,XM_041581269.1,GeneID:108704542,NA
A0A8J1M694,XP_041437204.1,XM_041581270.1,GeneID:108704543,NA
A0A8J1M837,XP_041437205.1,XM_041581271.1,GeneID:121399720,NA
A0A8J1M7B0,XP_041437206.1,XM_041581272.1,GeneID:447257,XB-GENE-5928389
A0A8J1M688,XP_041437207.1,XM_041581273.1,GeneID:447257,XB-GENE-5928389
A0A8J1M6A1,XP_041437208.1,XM_041581274.1,GeneID:108708147,NA
A0A8J1M6A0,XP_041437209.1,XM_041581275.1,GeneID:447257,XB-GENE-5928389
A0A8J1M842,XP_041437210.1,XM_041581276.1,GeneID:121399721,NA
A0A8J1M7B5,XP_041437211.1,XM_041581277.1,GeneID:121399722,NA
A0A1L8HF24,XP_041437212.1,XM_041581278.1,GeneID:108707494,NA
A0A1L8HF99,XP_041437213.1,XM_041581279.1,GeneID:121399723,NA
A0A8J1M6A5,XP_041437214.1,XM_041581280.1,GeneID:121399726,NA
A0A8J1M848,XP_041437215.1,XM_041581281.1,GeneID:121399727,NA
A0A8J1M7C1,XP_041437216.1,XM_041581282.1,GeneID:121399728,NA
A0A8J1M698,XP_041437217.1,XM_041581283.1,GeneID:108707525,NA
A0A8J1M6B2,XP_041437218.1,XM_041581284.1,GeneID:121399729,NA
A0A8J1M6B0,XP_041437219.1,XM_041581285.1,GeneID:108707531,XB-GENE-17338080
A0A8J1M853,XP_041437220.1,XM_041581286.1,GeneID:121399730,NA
A0A8J1M7C7,XP_041437221.1,XM_041581287.1,GeneID:121399731,NA
A0A8J1M6A3,XP_041437222.1,XM_041581288.1,GeneID:121399732,NA
A0A8J1M6B7,XP_041437223.1,XM_041581289.1,GeneID:121399733,NA
A0A8J1M6B5,XP_041437224.1,XM_041581290.1,GeneID:121399734,NA
A0A8J1M858,XP_041437225.1,XM_041581291.1,GeneID:121399736,NA
A0A8J1M7D2,XP_041437226.1,XM_041581292.1,GeneID:121399737,NA
A0A8J1M6A8,XP_041437227.1,XM_041581293.1,GeneID:108708653,NA
A0A8J1M6C2,XP_041437228.1,XM_041581294.1,GeneID:121399738,NA
A0A1L8HJ15,XP_041437229.1,XM_041581295.1,GeneID:108707567,NA
A0A8J1M863,XP_041437230.1,XM_041581296.1,GeneID:108708755,XB-GENE-17334307
A0A8J1M7D8,XP_041437231.1,XM_041581297.1,GeneID:108705721,NA
A0A8J1M6B4,XP_041437232.1,XM_041581298.1,GeneID:121399740,NA
A0A8J1M6C7,XP_041437233.1,XM_041581299.1,GeneID:121399741,NA
A0A8J1M6C5,XP_041437234.1,XM_041581300.1,GeneID:121399742,NA
A0A8J1M868,XP_041437235.1,XM_041581301.1,GeneID:121399743,NA
A0A8J1M7E4,XP_041437236.1,XM_041581302.1,GeneID:121399744,NA
A0A8J1M6B9,XP_041437237.1,XM_041581303.1,GeneID:121399745,NA
A0A8J1M6D3,XP_041437238.1,XM_041581304.1,GeneID:121399746,NA
A0A8J1M6D0,XP_041437239.1,XM_041581305.1,GeneID:121399747,NA
A0A8J1M874,XP_041437240.1,XM_041581306.1,GeneID:108708556,NA
A0A8J1M7E9,XP_041437241.1,XM_041581307.1,GeneID:121399748,NA
A0A8J1M6C4,XP_041437242.1,XM_041581308.1,GeneID:108708763,NA
A0A8J1M6D8,XP_041437243.1,XM_041581309.1,GeneID:108706086,NA
A0A8J1M6D5,XP_041437244.1,XM_041581310.1,GeneID:121399750,NA
A0A8J1M879,XP_041437245.1,XM_041581311.1,GeneID:121399751,NA
A0A8J1M7F4,XP_041437246.1,XM_041581312.1,GeneID:121399752,NA
A0A8J1M6C9,XP_041437247.1,XM_041581313.1,GeneID:108707594,NA
A0A8J1M6E3,XP_041437248.1,XM_041581314.1,GeneID:121399755,NA
A0A8J1M6E0,XP_041437249.1,XM_041581315.1,GeneID:108707600,NA
A0A8J1M884,XP_041437250.1,XM_041581316.1,GeneID:108707601,NA
A0A8J1M7F9,XP_041437251.1,XM_041581317.1,GeneID:108707602,NA
A0A8J1M6D4,XP_041437252.1,XM_041581318.1,GeneID:121399756,NA
A0A8J1M6E8,XP_041437253.1,XM_041581319.1,GeneID:121399757,NA
A0A8J1M6E5,XP_041437254.1,XM_041581320.1,GeneID:121399758,NA
A0A8J1M888,XP_041437255.1,XM_041581321.1,GeneID:121399759,NA
A0A8J1M7G3,XP_041437256.1,XM_041581322.1,GeneID:121399760,NA
A0A8J1M6D9,XP_041437257.1,XM_041581323.1,GeneID:121399761,NA
A0A8J1M6F3,XP_041437258.1,XM_041581324.1,GeneID:121399762,NA
A0A8J1M6F0,XP_041437259.1,XM_041581325.1,GeneID:121399763,NA
A0A8J1M894,XP_041437260.1,XM_041581326.1,GeneID:121399764,NA
A0A8J1M7G8,XP_041437261.1,XM_041581327.1,GeneID:121399765,NA
A0A8J1M6E4,XP_041437262.1,XM_041581328.1,GeneID:121399766,NA
A0A8J1M6G0,XP_041437263.1,XM_041581329.1,GeneID:121399767,NA
A0A8J1M6F5,XP_041437264.1,XM_041581330.1,GeneID:121399768,NA
A0A8J1M899,XP_041437265.1,XM_041581331.1,GeneID:121399769,NA
A0A8J1M7H3,XP_041437266.1,XM_041581332.1,GeneID:108705418,NA
A0A8J1M6E9,XP_041437267.1,XM_041581333.1,GeneID:108706129,NA
A0A8J1M6G5,XP_041437268.1,XM_041581334.1,GeneID:121399770,NA
A0A8J1M6F8,XP_041437269.1,XM_041581335.1,GeneID:108705419,NA
A0A8J1M8A4,XP_041437270.1,XM_041581336.1,GeneID:121399771,NA
A0A8J1M7H8,XP_041437271.1,XM_041581337.1,GeneID:108706080,NA
A0A8J1M6F4,XP_041437272.1,XM_041581338.1,GeneID:121399772,NA
A0A8J1M6H0,XP_041437273.1,XM_041581339.1,GeneID:121399773,NA
A0A8J1M6G3,XP_041437274.1,XM_041581340.1,GeneID:108705144,NA
