GeneID:735223	XB-GENE-478088	tbx1.L	T-box 1 L homeolog
NA	XB-GENE-29081396	LOC100492884.L	colorectal mutant cancer protein L homeolog
NA	XB-GENE-29081397	LOC100492884.S	colorectal mutant cancer protein S homeolog
NA	XB-GENE-29081400	LOC100492889.L	nicotinamide N-methyltransferase L homeolog
NA	XB-GENE-29081401	LOC100492889.S	nicotinamide N-methyltransferase S homeolog
NA	XB-GENE-29081404	LOC100492897.L	uncharacterized LOC100492897 L homeolog
NA	XB-GENE-29081405	LOC100492897.S	uncharacterized LOC100492897 S homeolog
NA	XB-GENE-29081408	LOC100492907.L	histo-blood group ABO system transferase L homeolog
NA	XB-GENE-29081409	LOC100492907.S	histo-blood group ABO system transferase S homeolog
NA	XB-GENE-29081412	LOC100492908.L	potassium voltage-gated channel subfamily KQT member 1 L homeolog
NA	XB-GENE-29081413	LOC100492908.S	potassium voltage-gated channel subfamily KQT member 1 S homeolog
NA	XB-GENE-29081416	LOC100492911.L	uncharacterized LOC100492911 L homeolog
NA	XB-GENE-29081417	LOC100492911.S	uncharacterized LOC100492911 S homeolog
NA	XB-GENE-29081420	LOC100492943.L	proteinase-activated receptor 3 L homeolog
NA	XB-GENE-29081421	LOC100492943.S	proteinase-activated receptor 3 S homeolog
NA	XB-GENE-29081424	LOC100492951.L	tetraspanin 4 L homeolog
NA	XB-GENE-29081425	LOC100492951.S	tetraspanin 4 S homeolog
NA	XB-GENE-29081428	LOC100492954.L	tumor necrosis factor receptor superfamily member 9 L homeolog
NA	XB-GENE-29081429	LOC100492954.S	tumor necrosis factor receptor superfamily member 9 S homeolog
NA	XB-GENE-29081432	LOC100492955.L	hexokinase-2 L homeolog
NA	XB-GENE-29081433	LOC100492955.S	hexokinase-2 S homeolog
NA	XB-GENE-29081436	LOC100492957.L	claudin-16 L homeolog
NA	XB-GENE-29081437	LOC100492957.S	claudin-16 S homeolog
NA	XB-GENE-29081440	LOC100492960.L	protein kinase C theta type L homeolog
NA	XB-GENE-29081441	LOC100492960.S	protein kinase C theta type S homeolog
NA	XB-GENE-29081444	LOC100492966.L	A.superbus venom factor 1 L homeolog
NA	XB-GENE-29081445	LOC100492966.S	A.superbus venom factor 1 S homeolog
NA	XB-GENE-29081448	LOC100492970.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29081449	LOC100492970.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29081452	LOC100492971.L	myeloid-associated differentiation marker homolog L homeolog
NA	XB-GENE-29081453	LOC100492971.S	myeloid-associated differentiation marker homolog S homeolog
NA	XB-GENE-29081456	LOC100492973.L	perforin-1 L homeolog
NA	XB-GENE-29081457	LOC100492973.S	perforin-1 S homeolog
NA	XB-GENE-29081460	LOC100492975.L	histone H2A type 1 L homeolog
NA	XB-GENE-29081461	LOC100492975.S	histone H2A type 1 S homeolog
NA	XB-GENE-29081464	LOC100492977.L	E3 ubiquitin-protein ligase TRIM11 L homeolog
NA	XB-GENE-29081465	LOC100492977.S	E3 ubiquitin-protein ligase TRIM11 S homeolog
NA	XB-GENE-29081468	LOC100492996.L	vasoactive intestinal polypeptide receptor L homeolog
NA	XB-GENE-29081469	LOC100492996.S	vasoactive intestinal polypeptide receptor S homeolog
NA	XB-GENE-29081472	LOC100493003.L	olfactory receptor 5V1-like L homeolog
NA	XB-GENE-29081473	LOC100493003.S	olfactory receptor 5V1-like S homeolog
NA	XB-GENE-29081476	LOC100493005.L	olfactory receptor 5V1-like L homeolog
NA	XB-GENE-29081477	LOC100493005.S	olfactory receptor 5V1-like S homeolog
NA	XB-GENE-29081480	LOC100493006.L	CD209 antigen-like protein C L homeolog
NA	XB-GENE-29081481	LOC100493006.S	CD209 antigen-like protein C S homeolog
NA	XB-GENE-29081484	LOC100493016.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29081485	LOC100493016.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29081488	LOC100493023.L	vomeronasal type-2 receptor 26-like L homeolog
NA	XB-GENE-29081489	LOC100493023.S	vomeronasal type-2 receptor 26-like S homeolog
NA	XB-GENE-29081492	LOC100493026.L	uncharacterized LOC100493026 L homeolog
NA	XB-GENE-29081493	LOC100493026.S	uncharacterized LOC100493026 S homeolog
NA	XB-GENE-29081496	LOC100493051.L	nicotinamide N-methyltransferase L homeolog
NA	XB-GENE-29081497	LOC100493051.S	nicotinamide N-methyltransferase S homeolog
NA	XB-GENE-29081500	LOC100493066.L	uncharacterized LOC100493066 L homeolog
NA	XB-GENE-29081501	LOC100493066.S	uncharacterized LOC100493066 S homeolog
NA	XB-GENE-29081504	LOC100493091.L	lysosomal-associated transmembrane protein 5 L homeolog
NA	XB-GENE-29081505	LOC100493091.S	lysosomal-associated transmembrane protein 5 S homeolog
NA	XB-GENE-29081508	LOC100493093.L	histone H1B L homeolog
NA	XB-GENE-29081509	LOC100493093.S	histone H1B S homeolog
NA	XB-GENE-29081512	LOC100493102.L	transmembrane protein 272 L homeolog
NA	XB-GENE-29081513	LOC100493102.S	transmembrane protein 272 S homeolog
NA	XB-GENE-29081516	LOC100493106.L	protocadherin gamma-B5 L homeolog
NA	XB-GENE-29081517	LOC100493106.S	protocadherin gamma-B5 S homeolog
NA	XB-GENE-29081520	LOC100493121.L	myosin-4 L homeolog
NA	XB-GENE-29081521	LOC100493121.S	myosin-4 S homeolog
NA	XB-GENE-29081524	LOC100493136.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29081525	LOC100493136.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29081528	LOC100493137.L	cytoplasmic phosphatidylinositol transfer protein 1 L homeolog
NA	XB-GENE-29081529	LOC100493137.S	cytoplasmic phosphatidylinositol transfer protein 1 S homeolog
NA	XB-GENE-29081532	LOC100493138.L	transmembrane 4 L6 family member 4 L homeolog
NA	XB-GENE-29081533	LOC100493138.S	transmembrane 4 L6 family member 4 S homeolog
NA	XB-GENE-29081536	LOC100493140.L	perforin-1 L homeolog
NA	XB-GENE-29081537	LOC100493140.S	perforin-1 S homeolog
NA	XB-GENE-29081540	LOC100493150.L	E3 ubiquitin/ISG15 ligase TRIM25 L homeolog
NA	XB-GENE-29081541	LOC100493150.S	E3 ubiquitin/ISG15 ligase TRIM25 S homeolog
NA	XB-GENE-29081544	LOC100493151.L	myelin-oligodendrocyte glycoprotein-like L homeolog
NA	XB-GENE-29081545	LOC100493151.S	myelin-oligodendrocyte glycoprotein-like S homeolog
NA	XB-GENE-29081548	LOC100493166.L	lysozyme C-like L homeolog
NA	XB-GENE-29081549	LOC100493166.S	lysozyme C-like S homeolog
NA	XB-GENE-29081552	LOC100493172.L	olfactory receptor 5V1-like L homeolog
NA	XB-GENE-29081553	LOC100493172.S	olfactory receptor 5V1-like S homeolog
NA	XB-GENE-29081556	LOC100493184.L	IgGFc-binding protein L homeolog
NA	XB-GENE-29081557	LOC100493184.S	IgGFc-binding protein S homeolog
NA	XB-GENE-29081560	LOC100493185.L	vomeronasal type-2 receptor 116 L homeolog
NA	XB-GENE-29081561	LOC100493185.S	vomeronasal type-2 receptor 116 S homeolog
NA	XB-GENE-29081564	LOC100493186.L	zonadhesin L homeolog
NA	XB-GENE-29081565	LOC100493186.S	zonadhesin S homeolog
NA	XB-GENE-29081568	LOC100493187.L	olfactory receptor 1019-like L homeolog
NA	XB-GENE-29081569	LOC100493187.S	olfactory receptor 1019-like S homeolog
NA	XB-GENE-29081572	LOC100493189.L	gastrula zinc finger protein XlCGF26.1-like L homeolog
NA	XB-GENE-29081573	LOC100493189.S	gastrula zinc finger protein XlCGF26.1-like S homeolog
NA	XB-GENE-29081576	LOC100493190.L	phospholipase A2 inhibitor 25 kDa subunit L homeolog
NA	XB-GENE-29081577	LOC100493190.S	phospholipase A2 inhibitor 25 kDa subunit S homeolog
NA	XB-GENE-29081580	LOC100493192.L	uncharacterized LOC100493192 L homeolog
NA	XB-GENE-29081581	LOC100493192.S	uncharacterized LOC100493192 S homeolog
NA	XB-GENE-29081584	LOC100493202.L	extensin L homeolog
NA	XB-GENE-29081585	LOC100493202.S	extensin S homeolog
NA	XB-GENE-29081588	LOC100493204.L	palmitoleoyl-protein carboxylesterase notum2 L homeolog
NA	XB-GENE-29081589	LOC100493204.S	palmitoleoyl-protein carboxylesterase notum2 S homeolog
NA	XB-GENE-29081592	LOC100493210.L	cyclin-O protein B L homeolog
NA	XB-GENE-29081593	LOC100493210.S	cyclin-O protein B S homeolog
NA	XB-GENE-29081596	LOC100493218.L	alpha-1,4-N-acetylglucosaminyltransferase L homeolog
NA	XB-GENE-29081597	LOC100493218.S	alpha-1,4-N-acetylglucosaminyltransferase S homeolog
NA	XB-GENE-29081600	LOC100493230.L	vomeronasal type-2 receptor 26-like L homeolog
NA	XB-GENE-29081601	LOC100493230.S	vomeronasal type-2 receptor 26-like S homeolog
NA	XB-GENE-29081604	LOC100493232.L	alpha-1,4-N-acetylglucosaminyltransferase L homeolog
NA	XB-GENE-29081605	LOC100493232.S	alpha-1,4-N-acetylglucosaminyltransferase S homeolog
NA	XB-GENE-29081608	LOC100493237.L	Fc receptor-like protein 3 L homeolog
NA	XB-GENE-29081609	LOC100493237.S	Fc receptor-like protein 3 S homeolog
NA	XB-GENE-29081612	LOC100493246.L	olfactory receptor 1468-like L homeolog
NA	XB-GENE-29081613	LOC100493246.S	olfactory receptor 1468-like S homeolog
NA	XB-GENE-29081616	LOC100493247.L	carcinoembryonic antigen-related cell adhesion molecule 2 L homeolog
NA	XB-GENE-29081617	LOC100493247.S	carcinoembryonic antigen-related cell adhesion molecule 2 S homeolog
NA	XB-GENE-29081620	LOC100493256.L	uncharacterized LOC100493256 L homeolog
NA	XB-GENE-29081621	LOC100493256.S	uncharacterized LOC100493256 S homeolog
NA	XB-GENE-29081624	LOC100493262.L	gamma-aminobutyric acid receptor subunit rho-1 L homeolog
NA	XB-GENE-29081625	LOC100493262.S	gamma-aminobutyric acid receptor subunit rho-1 S homeolog
NA	XB-GENE-29081628	LOC100493268.L	mucin-12 L homeolog
NA	XB-GENE-29081629	LOC100493268.S	mucin-12 S homeolog
NA	XB-GENE-29081632	LOC100493274.L	protocadherin gamma-B2 L homeolog
NA	XB-GENE-29081633	LOC100493274.S	protocadherin gamma-B2 S homeolog
NA	XB-GENE-29081636	LOC100493285.L	caltractin L homeolog
NA	XB-GENE-29081637	LOC100493285.S	caltractin S homeolog
NA	XB-GENE-29081640	LOC100493298.L	extracellular calcium-sensing receptor-like L homeolog
NA	XB-GENE-29081641	LOC100493298.S	extracellular calcium-sensing receptor-like S homeolog
NA	XB-GENE-29081644	LOC100493300.L	perforin-1 L homeolog
NA	XB-GENE-29081645	LOC100493300.S	perforin-1 S homeolog
NA	XB-GENE-29081648	LOC100493330.L	lysozyme C L homeolog
NA	XB-GENE-29081649	LOC100493330.S	lysozyme C S homeolog
NA	XB-GENE-29081652	LOC100493336.L	aldehyde oxidase 2 L homeolog
NA	XB-GENE-29081653	LOC100493336.S	aldehyde oxidase 2 S homeolog
NA	XB-GENE-29081656	LOC100493338.L	transcription factor 15 L homeolog
NA	XB-GENE-29081657	LOC100493338.S	transcription factor 15 S homeolog
NA	XB-GENE-29081660	LOC100493356.L	ninjurin-2 L homeolog
NA	XB-GENE-29081661	LOC100493356.S	ninjurin-2 S homeolog
NA	XB-GENE-29081664	LOC100493378.L	chemokine-like receptor 1 L homeolog
NA	XB-GENE-29081665	LOC100493378.S	chemokine-like receptor 1 S homeolog
NA	XB-GENE-29081668	LOC100493381.L	carcinoembryonic antigen-related cell adhesion molecule 3 L homeolog
NA	XB-GENE-29081669	LOC100493381.S	carcinoembryonic antigen-related cell adhesion molecule 3 S homeolog
NA	XB-GENE-29081672	LOC100493382.L	neural-cadherin L homeolog
NA	XB-GENE-29081673	LOC100493382.S	neural-cadherin S homeolog
NA	XB-GENE-29081676	LOC100493400.L	olfactory receptor 2D2-like L homeolog
NA	XB-GENE-29081677	LOC100493400.S	olfactory receptor 2D2-like S homeolog
NA	XB-GENE-29081680	LOC100493406.L	NACHT, LRR and PYD domains-containing protein 12 L homeolog
NA	XB-GENE-29081681	LOC100493406.S	NACHT, LRR and PYD domains-containing protein 12 S homeolog
NA	XB-GENE-29081684	LOC100493416.L	olfactory receptor 5G3-like L homeolog
NA	XB-GENE-29081685	LOC100493416.S	olfactory receptor 5G3-like S homeolog
NA	XB-GENE-29081688	LOC100493418.L	carcinoembryonic antigen-related cell adhesion molecule 8-like L homeolog
NA	XB-GENE-29081689	LOC100493418.S	carcinoembryonic antigen-related cell adhesion molecule 8-like S homeolog
NA	XB-GENE-29081692	LOC100493420.L	uncharacterized LOC100493420 L homeolog
NA	XB-GENE-29081693	LOC100493420.S	uncharacterized LOC100493420 S homeolog
NA	XB-GENE-29081696	LOC100493422.L	ecto-ADP-ribosyltransferase 5-like L homeolog
NA	XB-GENE-29081697	LOC100493422.S	ecto-ADP-ribosyltransferase 5-like S homeolog
NA	XB-GENE-29081700	LOC100493429.L	erythrocyte band 7 integral membrane protein-like L homeolog
NA	XB-GENE-29081701	LOC100493429.S	erythrocyte band 7 integral membrane protein-like S homeolog
NA	XB-GENE-29081704	LOC100493445.L	protocadherin gamma-B5 L homeolog
NA	XB-GENE-29081705	LOC100493445.S	protocadherin gamma-B5 S homeolog
NA	XB-GENE-29081708	LOC100493446.L	extended synaptotagmin-1 L homeolog
NA	XB-GENE-29081709	LOC100493446.S	extended synaptotagmin-1 S homeolog
NA	XB-GENE-29081712	LOC100493447.L	uncharacterized LOC100493447 L homeolog
NA	XB-GENE-29081713	LOC100493447.S	uncharacterized LOC100493447 S homeolog
NA	XB-GENE-29081716	LOC100493453.L	uncharacterized LOC100493453 L homeolog
NA	XB-GENE-29081717	LOC100493453.S	uncharacterized LOC100493453 S homeolog
NA	XB-GENE-29081720	LOC100493456.L	zinc finger protein ZIC 1 L homeolog
NA	XB-GENE-29081721	LOC100493456.S	zinc finger protein ZIC 1 S homeolog
NA	XB-GENE-29081724	LOC100493461.L	cathepsin E L homeolog
NA	XB-GENE-29081725	LOC100493461.S	cathepsin E S homeolog
NA	XB-GENE-29081728	LOC100493464.L	uncharacterized LOC100493464 L homeolog
NA	XB-GENE-29081729	LOC100493464.S	uncharacterized LOC100493464 S homeolog
NA	XB-GENE-29081732	LOC100493468.L	E3 ubiquitin/ISG15 ligase TRIM25 L homeolog
NA	XB-GENE-29081733	LOC100493468.S	E3 ubiquitin/ISG15 ligase TRIM25 S homeolog
NA	XB-GENE-29081736	LOC100493498.L	olfactory receptor 11L1-like L homeolog
NA	XB-GENE-29081737	LOC100493498.S	olfactory receptor 11L1-like S homeolog
NA	XB-GENE-29081740	LOC100493503.L	uncharacterized LOC100493503 L homeolog
NA	XB-GENE-29081741	LOC100493503.S	uncharacterized LOC100493503 S homeolog
NA	XB-GENE-29081744	LOC100493511.L	tubulin monoglycylase TTLL3 L homeolog
NA	XB-GENE-29081745	LOC100493511.S	tubulin monoglycylase TTLL3 S homeolog
NA	XB-GENE-29081748	LOC100493515.L	olfactory receptor 1019-like L homeolog
NA	XB-GENE-29081749	LOC100493515.S	olfactory receptor 1019-like S homeolog
NA	XB-GENE-29081752	LOC100493516.L	zinc finger protein 585A-like L homeolog
NA	XB-GENE-29081753	LOC100493516.S	zinc finger protein 585A-like S homeolog
NA	XB-GENE-29081756	LOC100493517.L	sialic acid-binding Ig-like lectin 10 L homeolog
NA	XB-GENE-29081757	LOC100493517.S	sialic acid-binding Ig-like lectin 10 S homeolog
NA	XB-GENE-29081760	LOC100493522.L	oocyte zinc finger protein XlCOF6-like L homeolog
NA	XB-GENE-29081761	LOC100493522.S	oocyte zinc finger protein XlCOF6-like S homeolog
NA	XB-GENE-29081764	LOC100493526.L	trichohyalin L homeolog
NA	XB-GENE-29081765	LOC100493526.S	trichohyalin S homeolog
NA	XB-GENE-29081768	LOC100493528.L	sulfotransferase 1C2-like L homeolog
NA	XB-GENE-29081769	LOC100493528.S	sulfotransferase 1C2-like S homeolog
NA	XB-GENE-29081772	LOC100493539.L	uncharacterized LOC100493539 L homeolog
NA	XB-GENE-29081773	LOC100493539.S	uncharacterized LOC100493539 S homeolog
NA	XB-GENE-29081776	LOC100493548.L	protein SSUH2 homolog L homeolog
NA	XB-GENE-29081777	LOC100493548.S	protein SSUH2 homolog S homeolog
NA	XB-GENE-29081780	LOC100493554.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29081781	LOC100493554.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29081784	LOC100493555.L	alpha-1,4-N-acetylglucosaminyltransferase-like L homeolog
NA	XB-GENE-29081785	LOC100493555.S	alpha-1,4-N-acetylglucosaminyltransferase-like S homeolog
NA	XB-GENE-29081788	LOC100493556.L	zinc finger protein 135-like L homeolog
NA	XB-GENE-29081789	LOC100493556.S	zinc finger protein 135-like S homeolog
NA	XB-GENE-29081792	LOC100493565.L	olfactory receptor 1009-like L homeolog
NA	XB-GENE-29081793	LOC100493565.S	olfactory receptor 1009-like S homeolog
NA	XB-GENE-29081796	LOC100493567.L	uncharacterized LOC100493567 L homeolog
NA	XB-GENE-29081797	LOC100493567.S	uncharacterized LOC100493567 S homeolog
NA	XB-GENE-29081800	LOC100493571.L	olfactory receptor 11L1-like L homeolog
NA	XB-GENE-29081801	LOC100493571.S	olfactory receptor 11L1-like S homeolog
NA	XB-GENE-29081804	LOC100493583.L	multidrug resistance-associated protein 1 L homeolog
NA	XB-GENE-29081805	LOC100493583.S	multidrug resistance-associated protein 1 S homeolog
NA	XB-GENE-29081808	LOC100493584.L	chromosomal serine/threonine-protein kinase JIL-1 L homeolog
NA	XB-GENE-29081809	LOC100493584.S	chromosomal serine/threonine-protein kinase JIL-1 S homeolog
NA	XB-GENE-29081812	LOC100493596.L	protocadherin gamma-B5 L homeolog
NA	XB-GENE-29081813	LOC100493596.S	protocadherin gamma-B5 S homeolog
NA	XB-GENE-29081816	LOC100493597.L	extended synaptotagmin-1 L homeolog
NA	XB-GENE-29081817	LOC100493597.S	extended synaptotagmin-1 S homeolog
NA	XB-GENE-29081820	LOC100493599.L	spermatogenesis-associated protein 7 homolog L homeolog
NA	XB-GENE-29081821	LOC100493599.S	spermatogenesis-associated protein 7 homolog S homeolog
NA	XB-GENE-29081824	LOC100493618.L	uncharacterized LOC100493618 L homeolog
NA	XB-GENE-29081825	LOC100493618.S	uncharacterized LOC100493618 S homeolog
NA	XB-GENE-29081828	LOC100493666.L	uncharacterized LOC100493666 L homeolog
NA	XB-GENE-29081829	LOC100493666.S	uncharacterized LOC100493666 S homeolog
NA	XB-GENE-29081832	LOC100493683.L	vomeronasal type-2 receptor 26-like L homeolog
NA	XB-GENE-29081833	LOC100493683.S	vomeronasal type-2 receptor 26-like S homeolog
NA	XB-GENE-29081836	LOC100493684.L	olfactory receptor 1019-like L homeolog
NA	XB-GENE-29081837	LOC100493684.S	olfactory receptor 1019-like S homeolog
NA	XB-GENE-29081840	LOC100493685.L	zinc finger protein 665-like L homeolog
NA	XB-GENE-29081841	LOC100493685.S	zinc finger protein 665-like S homeolog
NA	XB-GENE-29081844	LOC100493708.L	inactive dipeptidyl peptidase 10-like L homeolog
NA	XB-GENE-29081845	LOC100493708.S	inactive dipeptidyl peptidase 10-like S homeolog
NA	XB-GENE-29081848	LOC100493717.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29081849	LOC100493717.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29081852	LOC100493718.L	uncharacterized LOC100493718 L homeolog
NA	XB-GENE-29081853	LOC100493718.S	uncharacterized LOC100493718 S homeolog
NA	XB-GENE-29081856	LOC100493719.L	fucolectin-4 L homeolog
NA	XB-GENE-29081857	LOC100493719.S	fucolectin-4 S homeolog
NA	XB-GENE-29081860	LOC100493724.L	C-Jun-amino-terminal kinase-interacting protein 4 L homeolog
NA	XB-GENE-29081861	LOC100493724.S	C-Jun-amino-terminal kinase-interacting protein 4 S homeolog
NA	XB-GENE-29081864	LOC100493728.L	serine/threonine-protein kinase N1-like L homeolog
NA	XB-GENE-29081865	LOC100493728.S	serine/threonine-protein kinase N1-like S homeolog
NA	XB-GENE-29081868	LOC100493748.L	ryncolin-1 L homeolog
NA	XB-GENE-29081869	LOC100493748.S	ryncolin-1 S homeolog
NA	XB-GENE-29081872	LOC100493770.L	netrin 1 L homeolog
NA	XB-GENE-29081873	LOC100493770.S	netrin 1 S homeolog
NA	XB-GENE-29081876	LOC100493773.L	tetratricopeptide repeat protein 24 L homeolog
NA	XB-GENE-29081877	LOC100493773.S	tetratricopeptide repeat protein 24 S homeolog
NA	XB-GENE-29081880	LOC100493774.L	myosin-10 L homeolog
NA	XB-GENE-29081881	LOC100493774.S	myosin-10 S homeolog
NA	XB-GENE-29081884	LOC100493779.L	C-C motif chemokine 4 L homeolog
NA	XB-GENE-29081885	LOC100493779.S	C-C motif chemokine 4 S homeolog
NA	XB-GENE-29081888	LOC100493787.L	gastrula zinc finger protein XlCGF8.2DB L homeolog
NA	XB-GENE-29081889	LOC100493787.S	gastrula zinc finger protein XlCGF8.2DB S homeolog
NA	XB-GENE-29081892	LOC100493797.L	oocyte zinc finger protein XlCOF7.1 L homeolog
NA	XB-GENE-29081893	LOC100493797.S	oocyte zinc finger protein XlCOF7.1 S homeolog
NA	XB-GENE-29081896	LOC100493805.L	uncharacterized LOC100493805 L homeolog
NA	XB-GENE-29081897	LOC100493805.S	uncharacterized LOC100493805 S homeolog
NA	XB-GENE-29081900	LOC100493819.L	fatty acyl-CoA hydrolase precursor, medium chain L homeolog
NA	XB-GENE-29081901	LOC100493819.S	fatty acyl-CoA hydrolase precursor, medium chain S homeolog
NA	XB-GENE-29081904	LOC100493820.L	scavenger receptor cysteine-rich type 1 protein M160-like L homeolog
NA	XB-GENE-29081905	LOC100493820.S	scavenger receptor cysteine-rich type 1 protein M160-like S homeolog
NA	XB-GENE-29081908	LOC100493823.L	hexokinase HKDC1 L homeolog
NA	XB-GENE-29081909	LOC100493823.S	hexokinase HKDC1 S homeolog
NA	XB-GENE-29081912	LOC100493841.L	heme-binding protein 2 L homeolog
NA	XB-GENE-29081913	LOC100493841.S	heme-binding protein 2 S homeolog
NA	XB-GENE-29081916	LOC100493846.L	olfactory receptor 1019 L homeolog
NA	XB-GENE-29081917	LOC100493846.S	olfactory receptor 1019 S homeolog
NA	XB-GENE-29081920	LOC100493847.L	gastrula zinc finger protein XlCGF58.1-like L homeolog
NA	XB-GENE-29081921	LOC100493847.S	gastrula zinc finger protein XlCGF58.1-like S homeolog
NA	XB-GENE-29081924	LOC100493855.L	extended synaptotagmin-1 L homeolog
NA	XB-GENE-29081925	LOC100493855.S	extended synaptotagmin-1 S homeolog
NA	XB-GENE-29081928	LOC100493862.L	uncharacterized LOC100493862 L homeolog
NA	XB-GENE-29081929	LOC100493862.S	uncharacterized LOC100493862 S homeolog
NA	XB-GENE-29081932	LOC100493872.L	alpha-1,4-N-acetylglucosaminyltransferase L homeolog
NA	XB-GENE-29081933	LOC100493872.S	alpha-1,4-N-acetylglucosaminyltransferase S homeolog
NA	XB-GENE-29081936	LOC100493885.L	fucolectin L homeolog
NA	XB-GENE-29081937	LOC100493885.S	fucolectin S homeolog
NA	XB-GENE-29081940	LOC100493904.L	uncharacterized LOC100493904 L homeolog
NA	XB-GENE-29081941	LOC100493904.S	uncharacterized LOC100493904 S homeolog
NA	XB-GENE-29081944	LOC100493912.L	matrix metalloproteinase-21 L homeolog
NA	XB-GENE-29081945	LOC100493912.S	matrix metalloproteinase-21 S homeolog
NA	XB-GENE-29081948	LOC100493925.L	disintegrin and metalloproteinase domain-containing protein 9 L homeolog
NA	XB-GENE-29081949	LOC100493925.S	disintegrin and metalloproteinase domain-containing protein 9 S homeolog
NA	XB-GENE-29081952	LOC100493928.L	cytochrome P450 2K6 L homeolog
NA	XB-GENE-29081953	LOC100493928.S	cytochrome P450 2K6 S homeolog
NA	XB-GENE-29081956	LOC100493932.L	ribonuclease H1-like L homeolog
NA	XB-GENE-29081957	LOC100493932.S	ribonuclease H1-like S homeolog
NA	XB-GENE-29081960	LOC100493940.L	alpha-2Db adrenergic receptor L homeolog
NA	XB-GENE-29081961	LOC100493940.S	alpha-2Db adrenergic receptor S homeolog
NA	XB-GENE-29081964	LOC100493950.L	cystatin-A L homeolog
NA	XB-GENE-29081965	LOC100493950.S	cystatin-A S homeolog
NA	XB-GENE-29081968	LOC100493953.L	lymphotactin L homeolog
NA	XB-GENE-29081969	LOC100493953.S	lymphotactin S homeolog
NA	XB-GENE-29081972	LOC100493956.L	Fc receptor-like protein 5 L homeolog
NA	XB-GENE-29081973	LOC100493956.S	Fc receptor-like protein 5 S homeolog
NA	XB-GENE-29081976	LOC100493959.L	phospholipid scramblase 1 L homeolog
NA	XB-GENE-29081977	LOC100493959.S	phospholipid scramblase 1 S homeolog
NA	XB-GENE-29081980	LOC100493960.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29081981	LOC100493960.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29081984	LOC100493962.L	E3 ubiquitin/ISG15 ligase TRIM25-like L homeolog
NA	XB-GENE-29081985	LOC100493962.S	E3 ubiquitin/ISG15 ligase TRIM25-like S homeolog
NA	XB-GENE-29081988	LOC100493966.L	gastrula zinc finger protein XlCGF8.2DB L homeolog
NA	XB-GENE-29081989	LOC100493966.S	gastrula zinc finger protein XlCGF8.2DB S homeolog
NA	XB-GENE-29081992	LOC100493985.L	serine/threonine-protein kinase dst1-like L homeolog
NA	XB-GENE-29081993	LOC100493985.S	serine/threonine-protein kinase dst1-like S homeolog
NA	XB-GENE-29081996	LOC100493994.L	liver carboxylesterase 2-like L homeolog
NA	XB-GENE-29081997	LOC100493994.S	liver carboxylesterase 2-like S homeolog
NA	XB-GENE-29082000	LOC100493999.L	uncharacterized LOC100493999 L homeolog
NA	XB-GENE-29082001	LOC100493999.S	uncharacterized LOC100493999 S homeolog
NA	XB-GENE-29082004	LOC100494007.L	potassium voltage-gated channel subfamily V member 2 L homeolog
NA	XB-GENE-29082005	LOC100494007.S	potassium voltage-gated channel subfamily V member 2 S homeolog
NA	XB-GENE-29082008	LOC100494013.L	anaphase-promoting complex subunit 4 L homeolog
NA	XB-GENE-29082009	LOC100494013.S	anaphase-promoting complex subunit 4 S homeolog
NA	XB-GENE-29082012	LOC100494017.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29082013	LOC100494017.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29082016	LOC100494022.L	olfactory receptor 6J1-like L homeolog
NA	XB-GENE-29082017	LOC100494022.S	olfactory receptor 6J1-like S homeolog
NA	XB-GENE-29082020	LOC100494024.L	zinc finger protein 665-like L homeolog
NA	XB-GENE-29082021	LOC100494024.S	zinc finger protein 665-like S homeolog
NA	XB-GENE-29082024	LOC100494026.L	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein L homeolog
NA	XB-GENE-29082025	LOC100494026.S	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein S homeolog
NA	XB-GENE-29082028	LOC100494033.L	extended synaptotagmin-2 L homeolog
NA	XB-GENE-29082029	LOC100494033.S	extended synaptotagmin-2 S homeolog
NA	XB-GENE-29082032	LOC100494067.L	uncharacterized LOC100494067 L homeolog
NA	XB-GENE-29082033	LOC100494067.S	uncharacterized LOC100494067 S homeolog
NA	XB-GENE-29082036	LOC100494075.L	olfactory receptor 11L1-like L homeolog
NA	XB-GENE-29082037	LOC100494075.S	olfactory receptor 11L1-like S homeolog
NA	XB-GENE-29082040	LOC100494099.L	interleukin-17D L homeolog
NA	XB-GENE-29082041	LOC100494099.S	interleukin-17D S homeolog
